timestamp,tweet_text,username,all_hashtags,followers_count,location 
2020-04-14 02:24:53,b'You know one of the funniest things I have seen all week is all the people posting that \xe2\x80\x9cTrump could have done more to stop the spread\xe2\x80\x9d and then their next update is \xe2\x80\x9cHow stupid the lockdown is.\xe2\x80\x9d You can\xe2\x80\x99t have it both way geniuses!! #coronavirus #COVID19',b'discrete_mayhem',"['coronavirus', 'COVID19']",190,"b'Charlotte, NC'"
2020-04-14 02:24:46,b'Rand Paul tells Kentucky gov to \xe2\x80\x98take a step back\xe2\x80\x99 for threatening mandatory quarantine for church-goers | Fox News https://t.co/AY13fjjlhB #Christians #Easter #coronavirus #COVID19',b'AdvertisingLaw',"['Christians', 'Easter', 'coronavirus', 'COVID19']",38026,"b'Roxbury, NJ'"
2020-04-14 02:24:43,"b'$1200 doesnt make you rich but just cause it ain \xe2\x80\x9cshit\xe2\x80\x9d to you, don\xe2\x80\x99t mean it didnt pay a bill &amp; put food on the table for someone else. We have no idea whats about to happen in the next couple of months. Be humble...\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd #coronavirus #COVID19'",b'NamasteInYoLane',"['coronavirus', 'COVID19']",0,b'United States'
2020-04-14 02:24:38,"b'@TrumpWarRoom @realDonaldTrump Hmmm....I\xe2\x80\x99m pretty sure there were 29 days in February this year? How come only 14 on this handy dandy timeline? Also, Feb 3, 4, 7 and 12th are fluff. #TrumpMeltdown #TrumpPressBriefing #COVID19 #coronavirus #PaulaReidCBS #TrumpIsACompleteFailure'",b'Rinnaccino',"['TrumpMeltdown', 'TrumpPressBriefing', 'COVID19', 'coronavirus', 'PaulaReidCBS', 'TrumpIsACompleteFailure']",60,b''
2020-04-14 02:24:30,b'\xf0\x9f\x9a\xa8 REMEMBER:  \xf0\x9f\x91\x89\xf0\x9f\x8f\xbd A LIFE CANNOT BE REPLACED  #CORONAVIRUS / #COVID19 DOES NOT CARE ABOUT YOUR:  #Ethnic Group / #Race #Gender #Age #Income #Education #Religion #Politics #Sexual Orientation #Nationality #Language  \xf0\x9f\x96\xa5\xef\xb8\x8f https://t.co/YFykVb7Eu3  @CDCgov @WHO  @HubBucket @ProsumerSoft https://t.co/cBh5AKEPsz',b'HubBucket',"['CORONAVIRUS', 'COVID19', 'Ethnic', 'Race', 'Gender', 'Age', 'Income', 'Education', 'Religion', 'Politics', 'Sexual', 'Nationality', 'Language']",5310,"b'New York, NY'"
2020-04-14 02:24:26,b'Marsha Blackburn: Hold China\xe2\x80\x99s Feet to the Fire for Coronavirus and Make Them Pay | Breitbart https://t.co/0xGrtvogFV #coronavirus #COVID19 #China',b'AdvertisingLaw',"['coronavirus', 'COVID19', 'China']",38026,"b'Roxbury, NJ'"
2020-04-14 02:24:19,b'Southern California\xe2\x80\x99s Race For a COVID-19 Cure is Moving at \xe2\x80\x98Lightning Speed\xe2\x80\x99 \xe2\x80\x93 NBC Los Angeles #CytoDyn $CYDY #Leronlimab #COVID19 #COVID2019 #coronavirus #pandemic #HealthcareHeroes #HealthCareWorkers #BreakingNews #DoctorsSpeakUp #covid #NursesCOVID19  https://t.co/vcTx5eHXB6',b'StatKeeper',"['CytoDyn', 'Leronlimab', 'COVID19', 'COVID2019', 'coronavirus', 'pandemic', 'HealthcareHeroes', 'HealthCareWorkers', 'BreakingNews', 'DoctorsSpeakUp', 'covid', 'NursesCOVID19']",976,b''
2020-04-14 02:24:17,b'Taiwan releases December email to WHO showing unheeded warning about coronavirus | Fox News  INTERESTING.... #COVID19 #coronavirus #KAG #Trump  https://t.co/A769CEutuI',b'dixiefortrump',"['COVID19', 'coronavirus', 'KAG', 'Trump']",47757,b''
2020-04-14 02:24:15,b'Sailor dies from Covid-19 and almost 600 test positive after outbreak on #USSTheodoreRoosevelt   #coronavirus #coronarvirues #CoronaOutbreak  #Wuhan #China #COVID19 #COVID #CoronaVirusUpdate #ChineseVirus #WuhanVirus #US #WHO   https://t.co/teO2OElgkZ',b'yogendrapal72',"['USSTheodoreRoosevelt', 'coronavirus', 'coronarvirues', 'CoronaOutbreak', 'Wuhan', 'China', 'COVID19', 'COVID', 'CoronaVirusUpdate', 'ChineseVirus', 'WuhanVirus', 'US', 'WHO']",10287,b''
2020-04-14 02:24:04,b'\xf0\x9f\x93\xa2Announce\xf0\x9f\x93\xa2  #update #tron #trx #btt $trx $btt #dapp #p2p #btc #crypto #Coronavirus #COVID19 #\xe4\xbb\xae\xe6\x83\xb3\xe9\x80\x9a\xe8\xb2\xa8 https://t.co/JWoystO4Td',b'TRONupdate',"['update', 'tron', 'trx', 'btt', 'dapp', 'p2p', 'btc', 'crypto', 'Coronavirus', 'COVID19', '仮想通貨']",2693,b'MOON'
2020-04-14 02:23:58,"b'Not saying anything, just leavin this here...  #COVID19 #coronavirus  https://t.co/HXmBEgOkEC'",b'DrumpfsLies',"['COVID19', 'coronavirus']",230,"b'California, USA'"
2020-04-14 02:23:57,b'Women in #AsiaPacific are overrepresented in the sectors &amp; jobs which are hardest hit by #COVID19.  How can we better support them during and after the crisis?  Some answers in our report: https://t.co/DfFkuNKcPj #coronavirus https://t.co/ILW8iFzwSl',b'unwomenasia',"['AsiaPacific', 'COVID19', 'coronavirus']",37786,b'Bangkok'
2020-04-14 02:23:54,"b'As part of my return to living, my diet is going back to what it was.  Goodbye cereal, sweets, cereal, ice cream, cereal, pancakes, cereal, takeout, and cereal!  #Food #COVID19 #Coronavirus #ReturnToWork #ReturnToLife #ReturnToWeightsButThatWillBeNextWeek #OneSmallStepForCereal'",b'KyleBradyOnline',"['Food', 'COVID19', 'Coronavirus', 'ReturnToWork', 'ReturnToLife', 'ReturnToWeightsButThatWillBeNextWeek', 'OneSmallStepForCereal']",42,b'United States'
2020-04-14 02:23:54,b'\xe2\x80\x9cTalk to your #clients. Let them know that you\xe2\x80\x99re still working for them. Show them how #online #marketing isn\xe2\x80\x99t a business that can be disrupted by something like this; it keeps going.\xe2\x80\x9d @Forbes https://t.co/Rr8OBhCXSo #coronavirus #COVID19 @MitraCreative https://t.co/vLm4BtdkBk',b'MitraCreative',"['clients', 'online', 'marketing', 'coronavirus', 'COVID19']",3887,"b'New York, NY'"
2020-04-14 02:23:49,b'*67 Teacher Corona Virus Calls - Get Students to Engage Online #COVID19 #coronavirus https://t.co/yFEw8Rp17n https://t.co/BwW2Vkji4P',b'GKatzChronicle',"['COVID19', 'coronavirus']",42,"b'New York, USA'"
2020-04-14 02:23:47,b'The World Health Organization says it will soon publish updated strategic advice on lifting #COVID19 containment restrictions. Follow Xinhua correspondent Du Yang to watch the latest on the anti-virus fight in Europe. #coronavirus https://t.co/TfUS6yChNe',b'FrimpongJohn11',"['COVID19', 'coronavirus']",773,b'Effiduasi'
2020-04-14 02:23:40,b'This is beautiful and haunting at the same time. #AndreaBocelli sings #AmazingGrace in front of an empty cathedral while images of empty cities move across the screen. #MUSICFORHOPE #coronavirus #COVID19 #Easter2020  https://t.co/bpo0Yy8DQz',b'dougtayek',"['AndreaBocelli', 'AmazingGrace', 'MUSICFORHOPE', 'coronavirus', 'COVID19', 'Easter2020']",1038,"b'Clevelandtown, OH '"
2020-04-14 02:23:38,b'#Trump confirms again he does not know what he is doing or can do? How did this guy become #US Pres? Already cost thousands of lives playing down seriousness of #coronavirus and just as well does not have powers to reopen the country he thinks he has? #COVID19 https://t.co/E3pCShSDIN',b'RonanLTynan',"['Trump', 'US', 'coronavirus', 'COVID19']",20147,b''
2020-04-14 02:23:37,b'Covid-19 Update Provinsi NTT 13 April 2020 #promontt #covid19 #coronavirus https://t.co/jiHsiR9DpP',b'Maiasadipun',"['promontt', 'covid19', 'coronavirus']",771,"b'Bali, Indonesia'"
2020-04-14 02:23:29,b'Fact check: A list of false claims from Trump\xe2\x80\x99s bitter coronavirus briefing   READ MORE: https://t.co/KPUQHjQ2pg  #cdc #coronavirus #covid19 #mers #outbreak #pandemic #sars #ViralOutbreak #virus #who https://t.co/wN2aNQImi4',b'IAM__Network',"['cdc', 'coronavirus', 'covid19', 'mers', 'outbreak', 'pandemic', 'sars', 'ViralOutbreak', 'virus', 'who']",16507,b'Worldwide'
2020-04-14 02:23:21,b'We are happy so much.coz everyday we are watching a lot of theaters. Its 100% comic. But  real \xf0\x9f\x99\x84 #COVID19 #coronavirus #Korona',b'Rcpkoseli34',"['COVID19', 'coronavirus', 'Korona']",3,"b'\xc4\xb0stanbul, T\xc3\xbcrkiye'"
2020-04-14 02:23:18,"b'Another #EasterSunday is in the books. This year was different for obvious reasons, but in a way just what I needed. Check out my blog at https://t.co/EoHPc8rUZ3. Link in profile. : #workisministry #easter #easter2020 #coronavirus #covid19 #forgiveness #renewal #newlife https://t.co/6bHz2sFNGa'",b'JeffStrege',"['EasterSunday', 'workisministry', 'easter', 'easter2020', 'coronavirus', 'covid19', 'forgiveness', 'renewal', 'newlife']",145,"b'Houston, TX'"
2020-04-14 02:23:13,"b""Trump falsely claims he has 'total' authority #TrumpMeltdown #COVID19 #coronavirus""",b'EarthNewsLIVE',"['TrumpMeltdown', 'COVID19', 'coronavirus']",74,b'Milky Way'
2020-04-14 02:23:12,"b'COVID-19 animated chart, updated April 14th Source: World Health Organisation  \xe2\x9a\xa0\xef\xb8\x8fIf you like it, please retweet! Updated daily, follow to be notified!  #COVID19 #coronavirus #LockdownNoCompromise #chart #staysafestayhome #WorkFromHome #Day19ofLockdown https://t.co/ulonNlnuWP'",b'StatsAnimated',"['COVID19', 'coronavirus', 'LockdownNoCompromise', 'chart', 'staysafestayhome', 'WorkFromHome', 'Day19ofLockdown']",1816,b''
2020-04-14 02:23:02,"b'#Trump just now finding out he\xe2\x80\x99s not a King, he\xe2\x80\x99s just a president #COVID19 #coronavirus #PresserCOVID19 #DictatorTrump #OMGTrump'",b'GFactzz',"['Trump', 'COVID19', 'coronavirus', 'PresserCOVID19', 'DictatorTrump', 'OMGTrump']",92,b'On my own path'
2020-04-14 02:22:58,"b'#Spring2020 when ""I\'m on my way home"" changed to ""I\'m an #EssentialWorker driving home after #Curfew"" #COVID19 #coronavirus #PostedForPosterity https://t.co/1Lz6EGTusQ'",b'LovelyLizzie10',"['Spring2020', 'EssentialWorker', 'Curfew', 'COVID19', 'coronavirus', 'PostedForPosterity']",223,b''
2020-04-14 02:22:58,b'Captive\xe2\x80\x99s Log: #ShelterInPlace date 11000.21  My dogs told me to stop complaining because they\xe2\x80\x99re basically in quarantine every day. And they\xe2\x80\x99re not able to go sit on patios for weekend brunch right now either.   #Quarantine  #COVID\xe3\x83\xbc19  #COVID19 #Coronavirus #QuarantineLife',b'ChuckQuaid',"['ShelterInPlace', 'Quarantine', 'COVIDー19', 'COVID19', 'Coronavirus', 'QuarantineLife']",194,b''
2020-04-14 02:22:46,b'@realDonaldTrump #DonaldTrump today claimed total authority over the US &amp; state governments and no responsibilities. #coronavirus #COVID19 https://t.co/J403njopkD',b'vaughn_bill',"['DonaldTrump', 'coronavirus', 'COVID19']",80,"b'San Francisco, CA'"
2020-04-14 02:22:29,b'The \xe2\x80\x98Red Dawn\xe2\x80\x99 Emails: 8 Key Exchanges on the Faltering Response to the #Coronavirus  #USA #Trump #COVID19  Experts inside and outside the government identified the threat early on and sought to raise alarms https://t.co/2tm6SA23Mu',b'DennisKoch10',"['Coronavirus', 'USA', 'Trump', 'COVID19']",7667,b'Edmonton Alberta'
2020-04-14 02:22:21,"b'Norway reports 2 new cases bringing total confirmed cases there to 6,605 and 134 total deaths.  #CoronaVirus #Covid19 #CoronaVirusOutbreak'",b'kr3at',"['CoronaVirus', 'Covid19', 'CoronaVirusOutbreak']",18443,b''
2020-04-14 02:22:19,"b'When this is over, please invite me everywhere. I promise to say I\xe2\x80\x99ll think about it and still not show up.... \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc #coronavirus #COVID19 #SocialDistancing'",b'JStudiosdesign',"['coronavirus', 'COVID19', 'SocialDistancing']",23,"b'Miami, FL'"
2020-04-14 02:22:15,b'Gov. Greg Abbott on safely re-opening the Lone Star state: America needs Texas to get back to business https://t.co/BQ40HGqO5m https://t.co/CLVhBev3My #Coronavirus #Covid19 #Cov19',b'bradyparker',"['Coronavirus', 'Covid19', 'Cov19']",4590,"b'Orange County, CA'"
2020-04-14 02:22:14,"b'.@Senatemajldr, I urge you to #cancelstudentdebt in the next #coronavirus package. A #StudentDebtStimulus will help the 45 million people with student debt and stimulate the economy !#cancelstudentdebt4doctorsandNurses caring 4 #COVID19 patients'",b'ZeroSteps',"['cancelstudentdebt', 'coronavirus', 'StudentDebtStimulus', 'cancelstudentdebt4doctorsandNurses', 'COVID19']",249,"b'Arlington,VA'"
2020-04-14 02:22:12,"b'@Twitter January knew what was to come, he just wanted to see us as happy as possible #coronavirus  #COVID2019  #COVID\xe3\x83\xbc19  #StayHome  #COVID  #COVID19'",b'Oscar76234133',"['coronavirus', 'COVID2019', 'COVIDー19', 'StayHome', 'COVID', 'COVID19']",7,b''
2020-04-14 02:22:03,"b'Don is not holding his tongue on @CNN tonight, he is over it.... we are truly living in a bad movie. #COVID19 #Coronavirus'",b'theonlychloe',"['COVID19', 'Coronavirus']",1277,"b'Jackson, MS/Memphis/ATL/DMV/back in ATL!'"
2020-04-14 02:21:58,"b'42 dead in #coronavirus outbreak at Virginia nursing home, more expected. 127 out of 163 test positive.  \xf0\x9f\x98\xa9  #COVID19 #COVID19MISSOURI #SARSCoV2   https://t.co/cuzg7jhxts'",b'humanspan',"['coronavirus', 'COVID19', 'COVID19MISSOURI', 'SARSCoV2']",112,"b'Bellwether State, USA'"
2020-04-14 02:21:54,"b""Flattening??? We're not even freaking testing!!! There is no DATA to say we are flattening or getting worse or getting better until there is more testing! #TestAndTrace #COVID19 #coronavirus #FactsMatter https://t.co/oGFqH0hoFn""",b'Cal_Q_L8',"['TestAndTrace', 'COVID19', 'coronavirus', 'FactsMatter']",75,b''
2020-04-14 02:21:51,"b'The best news of the #coronavirus came from my mom. She went and tested the other day and the results came in today. She and I can breathe easy, she is negative.  @BelenNBCLA  @alyshadelvalle  @ChrisLongTweets   #COVID19  #CoronaVirusUpdate'",b'simmyoldschool',"['coronavirus', 'COVID19', 'CoronaVirusUpdate']",101,b''
2020-04-14 02:21:46,b'Wow..... Ima just leave this tweet  right here and let it sink in #COVID19 #CoronaVirus #ObamaSawItComing #PreventionIsBetterThanCure https://t.co/0zyv7e49M5',b'FallonPryce',"['COVID19', 'CoronaVirus', 'ObamaSawItComing', 'PreventionIsBetterThanCure']",165,b''
2020-04-14 02:21:41,b'@AlwaysActions @realDonaldTrump Trump is DONE ! He caused the US Economy to collapse with his poor response to the Coronavirus and caused the deaths of thousands of Americans. #RESIST #COVID19 #coronavirus #ArrestTrumpNow #TrumpForPrison2020 https://t.co/qubnFAdxgg',b'area51elvis',"['RESIST', 'COVID19', 'coronavirus', 'ArrestTrumpNow', 'TrumpForPrison2020']",3962,b'United States'
2020-04-14 02:21:38,b'Please find him and save him  #\xe9\x99\x88\xe7\xa7\x8b\xe5\xae\x9e #chenqiushi #CCPVirus #coronavirus #COVID19 https://t.co/fLGlchbEqG',b'xiaolingnaja',"['陈秋实', 'chenqiushi', 'CCPVirus', 'coronavirus', 'COVID19']",55,b'\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\xa8\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2'
2020-04-14 02:21:33,"b'Yo, y\xe2\x80\x99all hear bout that new challenge?  It\xe2\x80\x99s called the \xe2\x80\x9cdo something nice for someone and don\xe2\x80\x99t take video or pictures of it\xe2\x80\x9d challenge.  #Coronavirus #Covid19 #QuarantineLife #2020Blows'",b'ChildishAltuve',"['Coronavirus', 'Covid19', 'QuarantineLife', '2020Blows']",251,"b'Houston, TX USA'"
2020-04-14 02:21:20,b'The Case Against China - AMA with Stefan Molyneux and Paul Cottrell  #Coronavirus #COVID19 #BioTerrorism #BioWeapons #PSL4BioweaponsLab #Fort Detrick  https://t.co/aKjNkhSeoa via @YouTube',b'StopEndWarsNOW',"['Coronavirus', 'COVID19', 'BioTerrorism', 'BioWeapons', 'PSL4BioweaponsLab', 'Fort']",881,"b'Ashland, Oregon'"
2020-04-14 02:21:08,b'We appreciate all our frontliners for their hard work and dedication! \xe2\x9d\xa4\xef\xb8\x8f \xf0\x9f\x92\xaa  #StayAtHome #SGUnited #Frontliners #COVID19 #Coronavirus https://t.co/Y9QLnBTKdy',b'incorpglobal',"['StayAtHome', 'SGUnited', 'Frontliners', 'COVID19', 'Coronavirus']",283,b'Singapore'
2020-04-14 02:21:04,"b""Booze ban: Thailand's one million heavy drinkers face serious health and withdrawal issues https://t.co/OX2sZSccrM #thailand #coronavirus #covid19 https://t.co/3n8HSOhJof""",b'NewsThaivisa',"['thailand', 'coronavirus', 'covid19']",31841,b'Thailand'
2020-04-14 02:20:59,"b'Dylan and Mama Bear. #documentary #film #filmmaking #filmproduction #behindthescenes #nyc #ny #coronavirus #confinement #stuffedanimals #kids #children #journalist #journalist #covi\xcc\x87d19 @ Queens, New York https://t.co/EooOslhiDg'",b'jeancosme',"['documentary', 'film', 'filmmaking', 'filmproduction', 'behindthescenes', 'nyc', 'ny', 'coronavirus', 'confinement', 'stuffedanimals', 'kids', 'children', 'journalist', 'journalist', 'covi̇d19']",1822,b'Brooklyn'
2020-04-14 02:20:59,b'Is this racist? #COVID19 #PresserCOVID19 #coronavirus #QuarantineATVShow #COVID #COVID2019 #StayHome https://t.co/VJ7nW6WrUv',b'REPUB_X',"['COVID19', 'PresserCOVID19', 'coronavirus', 'QuarantineATVShow', 'COVID', 'COVID2019', 'StayHome']",26,b'Georgia'
2020-04-14 02:20:53,"b'Latest Graph and Bar Chart. You can use ""@COVIDLiveFeed stats country_here"" for stats on demand. #LATEST #covid2019 #covid19 #coronavirus #coronavirusoutbreak #coronavirusupdate #coronavirusupdates https://t.co/1v70cQW0SI'",b'COVIDLiveFeed',"['LATEST', 'covid2019', 'covid19', 'coronavirus', 'coronavirusoutbreak', 'coronavirusupdate', 'coronavirusupdates']",35,b''
2020-04-14 02:20:49,"b'Apparently, it gets pretty wild in North Vancouver at 7 o\xe2\x80\x99clock ( \xf0\x9f\x94\x8a On )  \xe2\xac\x87\xef\xb8\x8f #FrontLineHeroes #coronavirus #COVID19 #GlobalBC https://t.co/N5yG00EiVK'",b'eastvancarlo',"['FrontLineHeroes', 'coronavirus', 'COVID19', 'GlobalBC']",66,b''
2020-04-14 02:20:48,b'#COVID19 #hydrochloroquine #coronavirus Small chloroquine study stopped after irregular heart beats detected in subjects https://t.co/q4tw8VQ5oz',b'newageoftruth',"['COVID19', 'hydrochloroquine', 'coronavirus']",3613,"b'Maywood, NJ'"
2020-04-14 02:20:39,b'MY FRIEND WHO IS WORRIED ABOUT EVERYTHING DURING THE PANDEMIC BE LIKE.. #coronavirus #COVID19 #CoronavirusUSA #coronapocolypse #COVID\xe3\x83\xbc19 #CoronaUK #CoronavirusNewYork #1u #comic #TrumpMeltdown #cartoon #LockdownExtended #lockdowneffect #USA #MambaDay #YouTubeDOWN #21daylockdown https://t.co/lywns1l5ml',b'ITSaBubbleGum',"['coronavirus', 'COVID19', 'CoronavirusUSA', 'coronapocolypse', 'COVIDー19', 'CoronaUK', 'CoronavirusNewYork', '1u', 'comic', 'TrumpMeltdown', 'cartoon', 'LockdownExtended', 'lockdowneffect', 'USA', 'MambaDay', 'YouTubeDOWN', '21daylockdown']",2,"b'New York, USA'"
2020-04-14 02:20:37,b'@sft_asu @realDonaldTrump Trump is DONE ! He caused the US Economy to collapse with his poor response to the Coronavirus and caused the deaths of thousands of Americans. #RESIST #COVID19 #coronavirus #ArrestTrumpNow #TrumpForPrison2020 https://t.co/hh5bVOaODL',b'area51elvis',"['RESIST', 'COVID19', 'coronavirus', 'ArrestTrumpNow', 'TrumpForPrison2020']",3962,b'United States'
2020-04-14 02:20:34,"b""Today's #coronavirus recap  -1.8 million+ cases &amp; 115,000+ deaths as of 13 Apr \xf0\x9f\x8c\x8f  -446,000+ recovered \xf0\x9f\x8f\xa5  -@WHO warns: lift restrictions slowly \xf0\x9f\x94\x92  -Russia \xf0\x9f\x87\xb7\xf0\x9f\x87\xba, Turkey \xf0\x9f\x87\xb9\xf0\x9f\x87\xb7 see spike in #COVID19 cases  -Lockdowns in France &amp; UK to last into May \xe2\x8f\xb3  -Australia is flattening curve \xf0\x9f\x87\xa6\xf0\x9f\x87\xba""",b'TWINGORMITTI',"['coronavirus', 'COVID19']",364,b'Planet earth @NicolinaIerodi1'
2020-04-14 02:20:33,b'#siezetheopportunity I heard a story that a famous person used a virus mask to hide from the public when she served food at a homeless mission... anyone know who that was?  #COVID19  #coronavirus   #sharing',b'work2gather',"['siezetheopportunity', 'COVID19', 'coronavirus', 'sharing']",162,b'Oregon USA'
2020-04-14 02:20:28,b'&gt;&gt; Are antibiotics effective in preventing and treating the new coronavirus?   Cutting through the misinformation about #CoronaVirus &amp; #COVID19. The @WHO are busting some myths. Slugs cure the virus',b'Global46087507',"['CoronaVirus', 'COVID19']",0,b'Yorkshire &The Humberside'
2020-04-14 02:20:22,b'#Coronavirus Live Updates: ICMR issues advisory on pooling samples as #COVID19 cases rise  #CoronaUpdatesInIndia #COVID2019 #CoronavirusOutbreakindia   https://t.co/ApyauuF1JO',b'dna',"['Coronavirus', 'COVID19', 'CoronaUpdatesInIndia', 'COVID2019', 'CoronavirusOutbreakindia']",2121562,b'India'
2020-04-14 02:20:22,b'Did you catch @IanFisherCC chatting with @Anna_Canzano live on @ThatExpertShow this morning? Watch and listen below. #coronavirus #covid19 #stayathome #socialdistancing #collegeadmissions #collegeapplications #thatexpertshow https://t.co/5alcjUR7IP',b'CollegeCoachBH',"['coronavirus', 'covid19', 'stayathome', 'socialdistancing', 'collegeadmissions', 'collegeapplications', 'thatexpertshow']",1625,"b'Watertown, MA'"
2020-04-14 02:20:21,"b'Here\xe2\x80\x99s our latest episode, in partnership with @ASUCollegeOfLaw\xe2\x80\x99s @academy4justice on #COVID19 &amp; Prisons. If we\xe2\x80\x99re going to talk about flattening the curve, then prisons, jails, and detention centers have to be part of the conversation. #coronavirus   https://t.co/e6bRitR72X'",b'thelegaleasepod',"['COVID19', 'coronavirus']",125,"b'Phoenix, AZ'"
2020-04-14 02:20:11,"b'Well, you shared your ""quarantine essentials"" now it\'s our turn! @MercedesLV and @roquitheus tell us what they can\'t live without at home!  #21daylockdown #COVID19 #coronavirus #StayHome https://t.co/WY7zrWSBl4'",b'LasVegasNOW',"['21daylockdown', 'COVID19', 'coronavirus', 'StayHome']",2730,"b'Las Vegas, NV'"
2020-04-14 02:20:10,"b'In #America 4-13-2020, there is 586,057 #coronavirus cases. 23,604 #Americans are dead because #Trump wasted time responding to #COVID19  #blacklivesmatter #Latinx @LatinosMatter  @CNN @FoxNews @ABC @NPR @CBSNews @MSNBC @emilyslist @IndivisibleNet #resist  https://t.co/VCIYFv40Oz'",b'TampaForWarren',"['America', 'coronavirus', 'Americans', 'Trump', 'COVID19', 'blacklivesmatter', 'Latinx', 'resist']",92,"b'Hillsborough, Florida'"
2020-04-14 02:20:02,b'Scientists Reveal 2 Easy Steps To Lower Spread Of Coronavirus In Your Workplace - Study Finds https://t.co/IZrB4ZrbMM @IrmaRaste @eViRaHealth #COVID19 #Covid_19 #coronavirus #coronapocolypse #StayAtHome https://t.co/AP4Jtu4wPs',b'evankirstel',"['COVID19', 'Covid_19', 'coronavirus', 'coronapocolypse', 'StayAtHome']",284793,b'#RemoteWork #Boston #NYC '
2020-04-14 02:20:02,b'What the world can learn from Kerala about how to fight covid-19 https://t.co/UM4jSCJzKZ  #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 #medtwitter #virus #CoronaVirusChallenge #Corona #pandemic #batflu #Wuhan #Quarantine #socialdistancing https://t.co/ir3yLsTJ70',b'rtehrani',"['CoronaVirus', 'CoronaVirusOutbreak', 'COVID2019', 'covid19', 'medtwitter', 'virus', 'CoronaVirusChallenge', 'Corona', 'pandemic', 'batflu', 'Wuhan', 'Quarantine', 'socialdistancing']",25606,"b'Trumbull, CT'"
2020-04-14 02:19:57,b'Day 29 of Self Quarantine: If someone asks me later \xe2\x80\x9cdid you learn any new skills during Quarantine?\xe2\x80\x9d Imma be like \xe2\x80\x9cthat is a NASTY question and I refuse to answer it.\xe2\x80\x9d #TrumpVirus #StayAtHomeChallange #SelfQuarantine #coronavirus #COVID19 #StayHome #nyccoronavirus',b'computer_speech',"['TrumpVirus', 'StayAtHomeChallange', 'SelfQuarantine', 'coronavirus', 'COVID19', 'StayHome', 'nyccoronavirus']",2,"b'Lower East Side, Manhattan'"
2020-04-14 02:19:55,b'@RichardBarrow_ @RichardBarrow perhaps a useful site to analyse and view #coronavirus #covid19 data:  https://t.co/ThTD5664EW  @Worldometers',b'vdbDennis',"['coronavirus', 'covid19']",523,b'The Netherlands'
2020-04-14 02:19:52,b'Covid-19\xe2\x80\x99s Best Treatment Is Orange | 20 Health Benefits of Orange https://t.co/mwu3UlatPa #1DOnlineConcertStayAtHome #\xc3\x89Verdade #NCTDREAM #TrumpMeltdown #Astro #cernobil #PaulaReid #depremistanbul #COVID2019 #Covid19VirtualConcert #COVID19 #coronavirus #HealthCareWorkers',b'javed_amiri',"['1DOnlineConcertStayAtHome', 'ÉVerdade', 'NCTDREAM', 'TrumpMeltdown', 'Astro', 'cernobil', 'PaulaReid', 'depremistanbul', 'COVID2019', 'Covid19VirtualConcert', 'COVID19', 'coronavirus', 'HealthCareWorkers']",70,"b'Kabul, Afghanistan'"
2020-04-14 02:19:50,"b""Jim Acosta: Trump Had a Big 'Meltdown' #coronavirus #COVID19  https://t.co/QWDoUoOwBE""",b'hardknoxfirst',"['coronavirus', 'COVID19']",6630,"b'Columbus native, SE Ohio now.'"
2020-04-14 02:19:42,b'@IndyUSA This is not a CDC study. The study was completed by scientists in China and not funded or conducted by the CDC.  #Covid_19 #coronavirus #COVID19 #covid #pandemic #CDC',b'ZmudaJoseph',"['Covid_19', 'coronavirus', 'COVID19', 'covid', 'pandemic', 'CDC']",33,"b'Pittsburgh, Pennsylvania, USA'"
2020-04-14 02:19:38,b'Explore The Western Wall Tunnel \xe2\x80\x93 HistoryView Virtual Tours https://t.co/rVjXBjmFm1 #VR #VirtualReality #AR #AugmentedReality #3D #edtech #ARVRinEDU #education #art #history #museum #virtualtours #tourism #WebVR #COVID19 #coronavirus',b'HistoryViewVR',"['VR', 'VirtualReality', 'AR', 'AugmentedReality', '3D', 'edtech', 'ARVRinEDU', 'education', 'art', 'history', 'museum', 'virtualtours', 'tourism', 'WebVR', 'COVID19', 'coronavirus']",2853,"b'Boston, Massachusetts'"
2020-04-14 02:19:37,"b'23,000 dead #COVID19 #coronavirus #TrumpMeltdown https://t.co/dX8yXUFDsA'",b'LVBurke',"['COVID19', 'coronavirus', 'TrumpMeltdown']",19077,b'VA | NY | DC'
2020-04-14 02:19:28,b'\xf0\x9f\x98\xb7 SYMPTOMS OF CORONAVIRUS INCUDE:  \xe2\x80\xa2CHEST PAIN  \xe2\x80\xa2FEVER  \xe2\x80\xa2DIFFICULTY BREATHING  \xe2\x80\xa2A SUDDEN URGE TO   TRAVEL THE WORLD  #StayAtHome #COVID19 #QuarantineLife #coronavirus',b'ThatGuy24246225',"['StayAtHome', 'COVID19', 'QuarantineLife', 'coronavirus']",325,b'Sunnyvale Trailer Park'
